molecular_weight,num_rings,num_het_rings,num_atoms,num_het_atoms,fraction_CSP3,num_hba,num_hbd,num_rotatable_bonds,num_amide_bonds,logP,TPSA,pIC50
516.653,4,1,77,8,0.551724138,4,3,9,1,3.0226,78.41,6.154902
349.394,4,2,45,7,0.315789474,6,1,1,1,1.7382,101.54,6.1530447
440.77,3,2,42,7,0.333333333,5,1,4,0,3.1961,64.52,6.1487417
495.612,3,0,67,9,0.48,4,3,9,1,2.1994,100.08,6.1426673
462.561,3,1,67,8,0.52,3,3,9,1,1.8476,92.88,6.1426673
466.443,6,4,53,10,0.208333333,6,2,3,0,1.9659,86.94,6.1307683
406.413,5,2,49,7,0.173913043,6,1,3,0,4.2041,75.3,6.1307683
530.636,4,1,76,9,0.517241379,4,3,9,2,2.5492,95.48,6.124939
396.878,4,2,49,7,0.285714286,5,2,4,0,3.6712,83.28,6.124939
445.53,4,1,63,7,0.48,3,3,9,1,2.1295,75.17,6.1191864
467.449,3,1,57,6,0.454545455,3,2,6,0,2.6527,70.98,6.1191864
385.896,3,2,44,6,0.3,5,1,4,0,2.4149,64.52,6.1191864
358.854,4,2,39,7,0.235294118,5,2,3,1,3.264,80.37,6.1191864
446.562,3,1,66,7,0.52,3,3,9,1,2.6092,78.83,6.1079054
341.842,4,2,44,5,0.368421053,4,1,1,0,3.9146,60.5,6.1029229
453.448,5,3,53,10,0.217391304,6,2,4,0,1.7989,90.6,6.1023731
361.47,4,2,45,5,0.142857143,5,1,4,0,4.0623,60.5,6.1023731
515.739,2,0,86,7,0.7,4,4,14,3,3.9844,107.53,6.09691
499.622,4,0,73,7,0.517241379,3,3,9,1,3.6325,83.01,6.09691
377.375,5,3,44,7,0.142857143,6,1,2,0,3.5905,78.96,6.09691
404.514,4,2,58,6,0.375,5,1,4,1,3.6052,80.28,6.09691
452.945,5,3,54,6,0.037037037,5,1,6,0,6.6883,65.96,6.0915151
473.628,3,0,73,6,0.535714286,2,3,10,1,3.9944,65.94,6.0915151
362.393,3,2,45,8,0.210526316,6,2,3,2,1.24998,124.47,6.0899096
500.61,4,1,72,8,0.5,3,3,9,2,2.9227,86.25,6.0861859
428.921,4,3,48,8,0.285714286,7,1,5,0,3.0886,90.55,6.0861859
551.668,4,1,71,11,0.25,5,3,9,1,3.1974,135.69,6.0851283
554.48,3,1,63,13,0.260869565,5,4,8,2,1.319,138.13,6.0757208
451.957,5,2,55,5,0.035714286,4,1,6,0,7.2933,53.07,6.070581
608.75,4,1,88,9,0.428571429,4,3,10,2,4.5619,95.48,6.0655017
393.491,4,2,56,7,0.409090909,5,2,4,2,2.8397,92.72,6.0655017
727.829,5,1,98,12,0.292682927,7,3,16,2,5.4507,126.71,6.0655017
395.547,6,1,62,5,0.666666667,4,1,6,1,4.0639,67.92,6.0604806
435.539,3,1,64,8,0.565217391,4,3,9,1,1.8682,83.76,6.0604806
677.813,5,2,96,11,0.447368421,5,5,13,3,2.9016,135.58,6.0604806
463.639,3,1,68,7,0.52,4,3,6,0,2.348,97,6.0604806
456.424,4,2,52,10,0.173913043,6,1,5,1,3.6861,90.04,6.0457573
359.376,3,1,45,7,0.263157895,4,1,5,1,2.8807,67.92,6.0457573
406.413,5,2,49,7,0.173913043,6,1,3,0,4.2041,75.3,6.0457573
377.375,5,3,44,7,0.142857143,6,1,2,0,3.5905,78.96,6.0457573
612.65,5,1,72,12,0.193548387,5,3,10,1,3.9463,112.55,6.0409584
564.65,3,0,72,11,0.321428571,4,2,12,1,3.7176,103.35,6.0338583
626.721,4,0,79,11,0.242424242,4,3,12,1,4.57712,103.32,6.031517
485.639,4,0,74,6,0.551724138,2,3,9,1,4.4535,65.94,6.0268722
370.473,3,1,55,6,0.571428571,5,1,8,1,1.9294,98.82,6.0222764
430.956,4,2,59,7,0.47826087,4,3,7,1,2.153,88.06,6.0190883
452.949,5,3,54,7,0.038461538,6,2,6,0,6.0346,81.65,6.0087738
441.502,4,1,59,8,0.333333333,4,3,9,1,1.8113,83.76,6.0087738
271.364,3,1,41,4,0.5,3,1,2,1,2.2489,58.69,6.004365
448.605,3,1,65,7,0.5,5,4,8,0,1.1306,111.44,6.004365
546.66,3,0,72,10,0.321428571,4,2,12,1,3.422,103.35,6.0013046
515.625,4,1,74,9,0.5,3,4,9,3,2.7156,98.28,6
604.762,5,2,88,8,0.444444444,3,3,13,2,4.0814,86.25,6
284.388,3,2,36,5,0.266666667,5,1,2,0,2.8104,64.16,6
433.319,3,1,49,9,0.15,3,4,5,2,1.9276,100.75,5.9956784
357.801,3,2,41,8,0.176470588,5,2,3,2,1.9892,100.68,5.9913998
341.455,4,2,52,5,0.6,4,1,4,1,2.7981,67.92,5.9829664
277.412,3,1,47,4,0.875,3,1,2,1,2.6725,58.69,5.9665761
383.442,4,1,51,6,0.363636364,3,1,4,1,4.0975,58.69,5.9665761
441.964,4,3,52,8,0.318181818,7,1,5,0,2.8341,82.34,5.9625735
385.445,3,1,46,8,0.210526316,7,1,7,0,4.0253,100.51,5.9586072
483.579,4,1,68,7,0.392857143,3,3,9,1,4.0559,79.08,5.9586072
580.652,4,1,78,10,0.3125,6,3,13,1,4.1785,106.4,5.9586072
388.553,3,1,57,5,0.454545455,3,2,6,0,1.8902,70.98,5.9586072
460.66,3,1,70,6,0.538461538,4,2,10,0,2.8168,80.21,5.9586072
550.67,4,1,78,8,0.375,3,3,11,2,3.6173,86.25,5.9586072
472.61,5,3,64,9,0.458333333,3,2,4,0,2.2672,73.74,5.9586072
417.94,4,2,54,5,0.16,4,1,7,0,6.2898,53.07,5.939302
410.832,5,2,45,7,0.136363636,5,1,2,0,4.8489,66.07,5.9318142
358.397,5,2,45,5,0.136363636,5,1,2,0,4.0564,66.07,5.9281182
408.505,5,2,55,5,0.153846154,4,2,6,1,4.7398,72.94,5.9208188
434.578,3,1,62,7,0.47826087,5,4,7,0,1.0881,111.44,5.9208188
576.668,5,3,78,10,0.34375,5,3,9,2,3.4048,104.07,5.9208188
464.583,4,2,63,9,0.47826087,4,2,5,0,1.9328,74.52,5.9208188
399.372,4,2,45,8,0.142857143,5,1,5,0,4.0776,69.73,5.9172144
347.462,4,1,51,4,0.363636364,3,1,4,1,3.8193,58.69,5.9065785
327.359,3,1,42,6,0.222222222,4,1,5,1,2.0652,67.92,5.9065785
759.873,3,0,100,16,0.405405405,8,5,18,4,2.8797,183.24,5.8996296
427.937,4,3,49,8,0.285714286,6,2,5,0,2.8237,93.2,5.8996296
326.403,4,2,43,4,0.095238095,4,1,3,0,3.7814,63.63,5.8860569
321.424,3,1,47,4,0.3,3,1,4,1,3.2217,58.69,5.8860569
516.653,3,1,77,8,0.517241379,3,3,8,2,2.7716,86.25,5.8860564
571.742,4,0,85,8,0.382352941,4,4,12,3,3.474,115.35,5.8860564
516.609,4,1,73,9,0.5,4,3,9,2,2.1591,95.48,5.8860564
502.582,4,1,70,9,0.481481481,4,3,9,2,2.7525,95.48,5.8860564
405.509,2,0,60,6,0.434782609,2,3,8,1,2.434,65.94,5.8860564
469.474,3,0,59,9,0.375,2,3,9,1,3.2011,65.94,5.8860564
448.584,4,2,62,8,0.47826087,3,2,5,0,2.2735,63.08,5.8860564
308.385,4,2,43,5,0.388888889,5,1,1,0,2.6562,73.39,5.8703103
420.513,4,1,59,7,0.375,5,2,5,2,3.5098,97.02,5.8664613
445.376,4,2,47,11,0.142857143,6,1,4,1,3.2116,93.7,5.8664613
544.669,3,0,73,10,0.321428571,5,3,12,1,2.4448,123.58,5.8632793
405.38,3,2,47,10,0.263157895,5,2,3,2,2.3971,100.68,5.8601208
409.468,5,3,51,6,0.12,5,1,3,0,4.30534,77.05,5.8601208
341.499,3,1,56,4,0.619047619,3,1,7,1,4.1994,58.69,5.8569851
445.376,4,2,47,11,0.142857143,6,1,4,1,3.2116,93.7,5.8569851
501.598,4,1,71,9,0.481481481,3,4,9,3,2.3255,98.28,5.8538718
499.447,3,1,59,8,0.454545455,5,3,7,0,2.0221,100.44,5.8538718
332.451,4,2,49,4,0.380952381,4,1,3,0,4.3134,63.63,5.8538718
349.312,3,1,39,8,0.176470588,4,1,3,1,2.6155,67.92,5.8477116
417.455,4,2,54,8,0.363636364,4,2,5,0,2.2944,64.82,5.8446641
442.605,4,2,63,7,0.458333333,4,3,5,0,1.9406,99.66,5.8386321
371.391,4,2,46,8,0.368421053,5,1,1,1,2.6473,84.47,5.8259401
724.827,4,0,93,14,0.297297297,8,4,17,2,4.9071,146.3,5.8239088
742.817,4,0,93,15,0.297297297,8,4,17,2,5.0462,146.3,5.8239088
701.789,5,2,90,14,0.4,9,2,15,1,4.4303,128.56,5.8239088
543.688,4,1,79,8,0.3125,5,3,12,2,3.4254,100.41,5.8239088
526.658,5,3,70,10,0.407407407,5,1,6,0,2.9805,80.07,5.8239088
385.471,4,2,52,6,0.217391304,6,1,4,0,3.80184,85.75,5.8239088
410.832,5,2,45,7,0.136363636,5,1,2,0,4.8489,66.07,5.8068752
464.577,3,1,69,8,0.6,4,3,8,1,3.0814,91.97,5.801343
483.583,4,1,68,8,0.407407407,4,3,9,1,2.9816,83.76,5.7958798
514.637,4,2,75,8,0.517241379,3,3,10,2,2.4685,86.25,5.7958798
454.975,4,2,56,9,0.428571429,3,2,3,0,2.1875,65.29,5.7958798
451.603,3,1,64,7,0.541666667,3,3,9,1,3.2757,65.94,5.7904849
402.58,3,1,60,5,0.47826087,3,2,5,0,2.0643,70.98,5.7904849
431.967,4,2,57,5,0.192307692,4,1,8,0,6.6799,53.07,5.782516
372.424,5,2,48,5,0.173913043,5,1,2,0,4.36482,66.07,5.7772837
459.557,4,1,66,7,0.5,3,3,9,1,2.8672,75.17,5.7695513
481.554,3,0,67,8,0.5,2,3,10,1,3.4143,65.94,5.7695513
501.047,5,2,62,8,0.307692308,2,2,4,0,3.8067,53.85,5.7695513
476.638,4,2,68,8,0.52,3,1,6,0,3.0058,54.29,5.7695513
515.631,5,3,68,10,0.423076923,5,1,6,0,3.1785,80.32,5.7695513
365.433,4,2,50,6,0.333333333,5,1,2,1,2.9053,77.15,5.7695513
461.373,3,1,55,9,0.227272727,3,4,6,2,2.5637,100.75,5.7644715
451.603,3,1,64,7,0.541666667,3,3,9,1,3.4198,65.94,5.7594509
410.521,4,2,57,5,0.153846154,4,2,6,1,4.9858,72.94,5.7495799
372.424,5,2,48,5,0.173913043,5,1,2,0,4.36482,66.07,5.7495799
720.836,4,1,96,15,0.485714286,10,2,19,1,4.0166,139.76,5.7447276
404.552,3,1,58,6,0.454545455,4,3,6,0,1.5958,91.21,5.7447276
552.652,4,1,70,11,0.25,6,2,9,1,3.4623,133.04,5.7375488
463.593,3,1,70,8,0.6,4,3,8,1,2.7474,83.76,5.7351823
438.96,4,3,51,7,0.260869565,6,1,5,0,3.4956,77.41,5.7328281
703.805,4,0,92,14,0.428571429,8,3,18,2,4.2216,143.5,5.7304869
470.584,5,1,68,7,0.518518519,3,3,9,1,2.6143,69.18,5.7212462
688.888,3,1,100,13,0.571428571,8,4,13,3,3.4041,163.37,5.7212462
325.387,4,2,44,5,0.368421053,4,1,1,0,3.4003,60.5,5.7194219
396.849,4,1,46,6,0.136363636,4,1,4,0,4.7432,56.84,5.7099652
378.411,4,3,47,8,0.2,6,1,4,1,2.1344,89.4,5.7077441
357.91,4,2,44,5,0.368421053,4,1,1,0,4.6312,51.27,5.7002749
670.818,3,0,98,11,0.459459459,6,3,20,2,3.9051,113.94,5.6989698
312.438,3,1,42,4,0.277777778,4,1,3,0,3.6814,47.61,5.6989698
312.438,3,1,42,4,0.277777778,4,1,3,0,4.029,47.61,5.6989698
392.842,5,2,45,6,0.136363636,5,1,2,0,4.7098,66.07,5.6946487
330.775,3,2,38,7,0.1875,5,2,3,1,2.5474,89.6,5.6946487
689.778,3,0,89,14,0.352941176,8,3,18,2,3.9976,143.5,5.6925039
552.652,4,1,70,11,0.25,6,2,9,1,3.4623,133.04,5.6861329
378.859,4,1,46,5,0.136363636,4,1,4,0,4.6041,56.84,5.6861329
509.739,4,1,84,7,0.7,3,4,11,3,5.83207,97.32,5.6777806
487.655,3,0,76,6,0.551724138,2,3,9,1,4.3845,65.94,5.6777806
385.471,4,2,52,6,0.217391304,6,1,5,0,3.8211,85.75,5.6777806
393.83,5,3,44,7,0.142857143,6,1,2,0,4.1048,78.96,5.6757174
531.699,5,3,68,10,0.423076923,5,1,6,0,3.647,67.18,5.6575775
299.761,3,1,35,5,0.125,3,1,2,1,2.3703,58.69,5.6478176
396.494,4,2,54,5,0.12,4,2,6,1,4.5973,72.94,5.6478176
446.633,3,1,67,6,0.52,4,2,9,0,2.679,80.21,5.6382723
490.665,4,2,71,8,0.538461538,3,1,6,0,3.3943,54.29,5.6382723
618.86,1,0,102,10,0.705882353,6,5,17,4,4.3435,145.86,5.6363878
336.395,4,3,45,6,0.315789474,5,1,1,1,2.2917,80.81,5.6265364
471.528,4,2,63,9,0.36,5,3,9,1,1.4378,92.99,5.6197886
472.556,5,2,66,8,0.5,4,3,9,1,1.6031,78.41,5.6197886
475.604,3,1,71,8,0.576923077,4,3,8,1,2.8834,91.72,5.6143937
401.939,4,2,49,6,0.428571429,5,1,5,0,3.311,64.52,5.6143937
389.886,4,2,48,5,0.086956522,4,1,5,0,5.5096,53.07,5.6108341
299.761,3,1,35,5,0.125,3,1,2,1,2.3703,58.69,5.6020598
454.27,4,2,45,9,0.263157895,4,2,3,0,2.1044,64.82,5.5850267
341.418,4,2,45,5,0.142857143,5,1,4,0,3.3708,76.52,5.5850267
599.685,2,0,84,13,0.5,8,4,16,3,3.5343,193.81,5.5783958
266.304,3,2,34,5,0.133333333,4,1,2,1,1.1119,71.58,5.5718651
527.75,3,0,87,7,0.709677419,4,4,13,3,4.2726,107.53,5.5686364
406.917,4,2,52,6,0.260869565,4,2,4,0,4.0782,70.14,5.5670309
441.617,4,2,64,6,0.44,3,3,5,0,2.5456,86.77,5.5606675
442.393,5,2,49,9,0.173913043,6,1,3,0,4.955,75.3,5.5590911
497.475,3,1,61,7,0.47826087,4,2,7,0,2.6613,80.21,5.5528421
355.845,3,1,45,5,0.3,4,1,4,0,2.3721,64.52,5.5466819
356.47,3,1,54,6,0.55,4,2,5,2,2.9875,87.79,5.545155
393.487,4,2,56,6,0.391304348,5,1,3,1,3.6839,77.15,5.5430269
361.874,3,2,42,6,0.333333333,5,1,4,0,2.4336,64.52,5.5376019
359.473,4,1,52,4,0.304347826,3,1,4,1,3.896,58.69,5.5376019
483.701,3,1,80,7,0.678571429,3,4,12,3,5.29787,97.32,5.5228786
410.521,4,2,57,5,0.153846154,4,2,7,1,4.9874,72.94,5.5228786
424.548,4,2,60,5,0.185185185,4,2,8,1,5.3775,72.94,5.5228786
422.485,4,3,49,8,0.181818182,6,1,5,1,3.5722,88.65,5.5228786
363.461,4,2,52,5,0.363636364,5,1,4,0,3.7733,69.2,5.5228786
452.591,3,1,63,8,0.565217391,4,3,9,1,2.6707,78.83,5.5157003
295.342,3,1,39,5,0.176470588,4,1,3,1,1.7255,67.92,5.5086384
564.728,4,1,78,9,0.322580645,6,3,14,1,3.0935,114.24,5.5086384
722.905,4,1,101,13,0.447368421,8,4,11,3,4.0344,163.37,5.5086384
525.67,5,3,71,9,0.392857143,4,1,6,0,3.5855,67.18,5.5086384
296.37,3,1,42,4,0.277777778,4,1,3,0,2.9648,56.84,5.4948502
373.456,4,2,51,5,0.217391304,5,1,5,0,3.7767,69.73,5.4948502
424.859,5,2,48,7,0.173913043,5,1,2,0,5.15732,66.07,5.493495
372.812,4,3,43,8,0.277777778,6,2,3,1,2.3164,98.83,5.4814858
363.461,4,1,52,5,0.363636364,4,1,4,1,3.4012,67.92,5.4814858
395.894,4,2,50,7,0.285714286,4,3,4,0,3.4063,85.93,5.4723701
435.272,4,2,44,8,0.263157895,5,1,3,0,3.379,63.21,5.4699998
265.316,3,1,35,4,0.125,3,1,2,1,1.7169,58.69,5.4685211
422.532,5,2,58,5,0.185185185,4,2,6,1,5.1299,72.94,5.4685211
295.342,3,1,39,5,0.176470588,4,1,3,1,1.7255,67.92,5.4596705
626.721,4,0,79,11,0.242424242,4,3,12,1,4.57712,103.32,5.4596705
293.37,3,1,41,4,0.222222222,4,1,3,0,3.3666,59.97,5.4559321
867.988,4,0,113,17,0.363636364,8,5,20,4,5.1502,183.24,5.4436975
613.682,4,1,75,12,0.225806452,5,3,12,1,3.6637,116.21,5.4400935
692.879,4,1,97,12,0.432432432,7,4,10,3,4.0258,154.14,5.4317985
648.723,2,0,89,13,0.484848485,6,4,16,3,5.0445,150.67,5.421361
614.74,2,0,90,12,0.53125,8,4,17,3,3.6433,169.13,5.419075
378.382,4,2,44,7,0.095238095,4,1,3,1,3.0571,71.58,5.419075
359.385,5,3,44,6,0.142857143,6,1,2,0,3.4514,78.96,5.4089355
502.722,0,0,80,10,0.833333333,6,5,17,4,1.5832,136.63,5.3979402
461.529,4,1,64,8,0.48,4,3,9,1,1.7135,84.4,5.3979402
491.633,5,2,66,7,0.321428571,4,1,5,1,2.634,80.29,5.3979402
375.536,5,2,59,3,0.48,1,1,2,1,2.8601,36.92,5.3979402
525.67,5,3,71,9,0.392857143,4,1,6,0,3.5855,67.18,5.3979402
324.403,4,3,45,5,0.368421053,4,1,2,0,3.2857,54.51,5.3979402
358.854,4,2,39,7,0.235294118,5,2,2,1,3.1903,80.37,5.3979402
361.489,4,1,54,4,0.391304348,3,1,5,1,3.5108,58.69,5.3979402
465.63,3,1,67,7,0.56,3,3,9,1,3.9808,65.94,5.3968558
522.754,3,0,86,6,0.5625,3,4,12,2,3.6829,95.04,5.3767509
510.257,3,1,49,9,0.368421053,4,3,5,0,2.5417,91.21,5.3767509
335.407,3,1,46,5,0.2,5,1,5,0,2.8233,70.14,5.3767509
623.578,2,0,82,12,0.5,6,4,15,3,4.9329,150.67,5.3726339
484.436,3,2,57,8,0.476190476,5,3,6,0,1.7533,104.1,5.3665314
447.571,3,1,60,7,0.458333333,3,3,8,1,2.8387,65.94,5.3649187
464.577,3,1,69,8,0.6,4,3,8,1,3.0814,91.97,5.3509574
613.682,4,1,75,12,0.225806452,5,3,12,1,3.6637,116.21,5.3400836
559.751,3,0,86,7,0.441176471,4,4,14,3,4.8711,107.53,5.3306832
475.624,3,1,73,7,0.518518519,2,4,8,1,1.4865,82.55,5.3279023
392.842,5,2,45,6,0.136363636,5,1,2,0,4.7098,66.07,5.3115802
422.496,3,1,60,8,0.545454545,4,3,8,1,1.9111,91.97,5.309804
556.727,4,1,83,7,0.352941176,4,4,7,2,3.78892,104.27,5.309804
427.593,3,1,68,7,0.625,3,4,9,3,3.88157,97.32,5.3010302
442.393,5,2,49,9,0.173913043,6,1,3,0,4.955,75.3,5.2958493
325.415,4,2,44,3,0.045454545,3,1,4,0,4.8476,43.84,5.2839966
401.554,4,1,61,4,0.384615385,3,1,5,1,5.51612,59.22,5.2839966
396.511,4,2,59,6,0.47826087,4,3,7,1,1.4996,88.06,5.2773662
381.503,5,2,54,4,0.2,3,2,4,0,2.0341,55.59,5.2757239
521.682,4,1,79,8,0.5,4,4,11,3,1.9162,115.35,5.2757239
533.671,3,1,74,11,0.461538462,6,4,7,2,0.2356,141.65,5.2757239
335.427,3,1,48,4,0.333333333,4,1,4,0,2.02712,64.52,5.2668028
607.797,4,0,86,10,0.393939394,5,5,14,2,2.7313,141.21,5.2596374
368.393,3,1,47,8,0.210526316,6,2,7,0,3.2919,116.3,5.2441254
541.669,3,0,72,10,0.285714286,4,3,10,2,2.572,123.22,5.2426038
325.387,4,2,44,5,0.368421053,4,1,1,0,3.4003,60.5,5.2335873
443.568,5,3,59,8,0.391304348,2,2,3,0,2.3098,60.85,5.2146702
339.464,4,2,45,5,0.368421053,4,1,3,1,3.4541,58.69,5.2146702
442.53,3,0,62,7,0.44,3,3,8,1,2.66758,89.73,5.2076082
508.704,4,1,74,6,0.4,4,3,8,0,3.49502,91.21,5.2076082
336.395,4,3,45,6,0.315789474,5,1,1,1,2.2917,80.81,5.2027326
529.705,4,0,80,7,0.375,4,5,12,2,3.533,107.07,5.2006593
300.789,3,1,38,4,0.235294118,3,1,2,0,3.9572,47.61,5.2006593
461.583,4,2,62,9,0.434782609,3,2,4,1,1.7869,74.16,5.19382
725.811,4,0,92,14,0.297297297,8,3,17,2,4.874,143.5,5.1870866
558.703,4,2,81,9,0.34375,6,3,13,2,3.2105,113.3,5.1870866
305.381,3,1,42,4,0.157894737,4,1,4,0,2.8147,60.91,5.1870866
552.524,3,0,73,7,0.535714286,2,3,8,1,4.8559,65.94,5.1611509
509.691,2,0,80,7,0.5,4,4,14,3,3.7179,107.53,5.1592669
372.424,5,2,48,5,0.173913043,5,1,2,0,4.36482,66.07,5.1536627
352.398,3,2,46,8,0.277777778,6,2,3,2,1.08172,113.57,5.1500282
411.529,5,2,58,5,0.230769231,4,2,5,0,2.0427,64.82,5.1487417
365.433,4,2,50,6,0.333333333,5,1,2,1,2.9053,77.15,5.1428485
456.977,5,2,58,6,0.222222222,4,2,4,0,5.2314,70.14,5.1408615
345.402,4,2,45,5,0.142857143,5,1,4,0,3.3457,69.73,5.1272612
363.461,4,1,52,5,0.363636364,4,1,4,1,3.4012,67.92,5.124939
339.464,4,2,45,5,0.368421053,4,1,3,1,3.4541,58.69,5.124939
484.571,4,1,67,9,0.423076923,5,3,9,1,2.3766,96.65,5.1135092
372.469,3,1,55,7,0.55,5,2,6,2,2.2239,97.02,5.1045775
593.77,4,0,83,10,0.375,5,5,13,2,2.5902,141.21,5.1023731
298.411,3,1,39,4,0.235294118,4,1,3,0,3.6389,47.61,5.1023731
344.418,4,2,46,5,0.19047619,5,1,4,0,3.5468,73.39,5.1023731
553.7,3,1,83,9,0.516129032,6,4,14,3,3.4466,125.99,5.0931263
625.812,4,1,89,11,0.454545455,6,4,15,2,2.2881,141.65,5.0915151
399.493,5,2,54,5,0.2,3,2,4,0,2.1732,55.59,5.0861859
363.392,4,2,45,6,0.142857143,5,1,4,0,3.4848,69.73,5.0861859
391.515,4,1,58,5,0.416666667,4,1,6,1,4.1814,67.92,5.0757208
342.443,4,3,51,6,0.578947368,5,1,1,1,2.22,71.16,5.0624318
376.267,3,1,42,7,0.111111111,2,3,4,1,1.9692,71.65,5.057992
312.398,3,2,38,6,0.1875,5,2,3,1,2.6106,80.37,5.0467238
619.783,4,1,92,10,0.457142857,7,4,15,2,2.4999,133.81,5.0457573
377.513,4,1,50,5,0.272727273,5,1,5,0,4.4126,60.91,5.0409584
333.435,4,1,48,4,0.333333333,3,1,3,1,3.3926,58.69,5.031517
452.591,3,1,63,8,0.565217391,4,3,9,1,2.6707,78.83,5.0287242
611.785,4,1,86,11,0.4375,6,4,14,2,1.898,141.65,5.0222764
434.557,4,2,59,8,0.454545455,3,2,5,0,1.885,63.08,5.0222764
440.77,3,2,42,7,0.333333333,5,1,4,0,3.1961,64.52,5.0222764
475.624,3,1,73,7,0.518518519,2,4,8,1,1.4865,82.55,5
517.681,3,0,80,7,0.566666667,3,4,10,1,3.7019,86.17,5
628.756,4,1,90,10,0.457142857,5,4,7,1,5.284,96.43,5
649.713,3,0,82,14,0.35483871,8,4,15,2,2.7873,154.5,5
663.74,3,0,85,14,0.375,8,3,16,2,3.4414,143.5,5
757.828,4,0,95,15,0.315789474,8,3,18,2,5.1509,143.5,5
769.864,4,0,99,15,0.333333333,9,3,19,2,5.0204,152.73,5
739.862,4,0,97,14,0.315789474,7,4,18,2,3.5586,150.88,5
700.805,4,0,91,14,0.4,7,4,16,3,3.8325,154.14,5
499.666,4,0,77,6,0.566666667,2,3,9,1,4.8436,65.94,5
417.52,3,0,61,6,0.458333333,2,3,8,1,2.7959,65.94,5
650.798,4,1,88,12,0.382352941,7,4,8,3,2.9996,154.14,5
690.86,3,1,98,14,0.558823529,9,4,13,3,2.598,172.6,5
689.916,3,1,103,12,0.611111111,8,3,13,2,4.2334,143.5,5
455.372,2,1,47,14,0.6,5,3,4,0,0.8384,117.26,5
581.571,3,1,70,15,0.739130435,6,3,8,0,2.3635,115.46,5
438.548,3,1,64,7,0.36,4,4,5,2,0.92422,104.27,5
296.37,3,1,42,4,0.277777778,4,1,3,0,3.3124,56.84,5
529.617,2,1,72,12,0.739130435,6,3,11,0,1.7831,107.62,5
544.693,3,0,75,10,0.321428571,4,4,12,1,0.9916,130.96,4.9956784
514.643,3,0,69,9,0.296296296,4,2,11,1,3.0823,103.35,4.9956784
361.445,4,1,50,5,0.272727273,5,1,5,0,3.6993,70.14,4.9913998
360.373,5,3,43,7,0.15,7,1,2,0,2.8464,91.85,4.9829664
342.786,4,2,39,7,0.235294118,5,2,2,1,2.4737,89.6,4.9673815
557.668,3,0,73,11,0.285714286,5,4,11,2,1.658,143.45,4.9665761
625.812,4,1,89,11,0.454545455,6,4,14,2,2.144,141.65,4.9586072
474.622,5,2,66,8,0.52,3,2,5,0,2.8077,63.08,4.9586072
359.473,4,1,52,4,0.304347826,4,1,5,0,4.2531,60.91,4.9586072
462.611,4,2,65,8,0.5,3,2,6,0,2.5211,63.08,4.9507818
346.39,4,2,44,6,0.15,6,1,4,0,2.7407,82.62,4.9430952
334.423,4,2,47,5,0.35,4,1,3,1,2.7876,71.58,4.9281178
349.394,4,2,45,7,0.263157895,7,1,4,0,2.0992,95.92,4.8996296
608.781,4,0,85,10,0.393939394,6,4,14,2,2.6982,138.41,4.8860564
264.332,3,2,36,4,0.1875,4,1,2,0,2.753,63.63,4.8860564
346.789,4,2,40,6,0.277777778,4,1,2,0,3.4752,56.84,4.8827286
375.472,4,1,53,5,0.304347826,5,1,6,0,4.0894,70.14,4.8538718
323.421,4,2,40,5,0.222222222,5,1,3,0,3.3621,60.91,4.850781
347.418,4,1,47,5,0.238095238,5,1,4,0,3.3092,70.14,4.8446641
597.758,4,1,83,11,0.419354839,6,4,13,2,1.5079,141.65,4.8268137
363.486,4,1,47,5,0.238095238,5,1,4,0,4.0225,60.91,4.8268137
591.729,4,1,86,10,0.424242424,7,4,14,2,1.7213,133.81,4.8181562
605.756,4,1,89,10,0.441176471,7,4,15,2,2.1114,133.81,4.8096681
554.688,2,0,82,10,0.5,6,4,15,3,3.6261,150.67,4.8032713
324.403,4,3,45,5,0.368421053,4,1,2,0,3.2857,54.51,4.7958798
595.786,4,1,85,10,0.4375,5,4,12,2,2.1373,132.42,4.7931743
590.741,4,1,87,9,0.441176471,7,3,14,1,2.6052,121.78,4.7931743
609.813,4,1,88,10,0.454545455,5,4,13,2,2.5274,132.42,4.7904849
551.668,4,1,71,11,0.25,6,2,9,1,2.993,124.83,4.7878122
390.487,4,1,55,6,0.347826087,4,2,4,2,3.351,87.79,4.779892
355.445,4,2,48,5,0.181818182,5,1,4,0,3.8125,76.52,4.7447276
257.337,3,1,38,4,0.466666667,3,1,2,1,1.7256,58.69,4.7447276
557.668,3,0,73,11,0.285714286,5,4,11,2,1.5444,143.45,4.7423215
414.367,4,2,52,4,0.409090909,1,1,3,1,3.1321,36.92,4.7212462
335.471,4,2,52,3,0.409090909,1,1,3,1,2.3696,36.92,4.7212462
603.726,2,0,87,10,0.484848485,4,4,15,3,5.1363,107.53,4.7090755
308.179,2,1,32,5,0.230769231,4,1,3,0,1.9102,60.91,4.7033348
323.396,3,1,45,5,0.263157895,4,1,3,1,2.7542,67.92,4.6989698
321.404,4,2,45,5,0.263157895,4,2,3,0,0.4519,64.82,4.6925039
356.429,4,1,47,5,0.227272727,5,1,4,0,3.36668,84.7,4.6861329
363.461,4,1,52,5,0.363636364,4,2,4,1,2.8849,78.92,4.6819367
390.504,4,2,52,7,0.4,2,2,3,0,1.4863,53.85,4.6798539
659.829,5,1,90,11,0.333333333,6,4,14,2,2.6556,141.65,4.6695862
